payment_id,order_id,customer_id,payment_date,payment_method,amount,status,processor_fee,net_amount,currency,region,category
309,309,107,2024-10-17,Credit Card,2692.48,completed,78.3,2614.18,USD,North,Sports
310,310,78,2023-09-09,Debit Card,2671.02,failed,40.27,0.0,USD,West,Home & Garden
311,311,16,2024-03-28,PayPal,616.8,completed,21.23,595.57,USD,West,Sports
312,312,156,2023-11-20,Credit Card,1589.85,completed,46.51,1543.34,USD,East,Food
313,313,34,2024-01-15,PayPal,5853.72,completed,199.43,5654.29,USD,Central,Books
314,314,120,2023-10-03,Debit Card,651.84,completed,10.12,641.72,USD,West,Clothing
315,315,75,2024-09-24,Credit Card,264.6,completed,7.93,256.67,USD,West,Clothing
316,316,148,2023-11-20,Credit Card,2446.02,completed,71.06,2374.96,USD,South,Clothing
317,317,120,2023-11-13,Credit Card,7968.0,completed,231.54,7736.46,USD,West,Electronics
318,318,130,2023-09-06,Credit Card,1418.67,completed,41.44,1377.23,USD,South,Books
319,319,73,2024-09-05,Bank Transfer,349.08,pending,2.0,0.0,USD,West,Home & Garden
320,320,28,2023-05-18,Credit Card,162.9,refunded,4.99,0.0,USD,East,Food
321,321,94,2024-02-18,Credit Card,4597.32,pending,133.8,0.0,USD,North,Books
322,322,142,2023-03-19,Credit Card,1824.3,completed,53.31,1770.99,USD,West,Books
323,323,72,2024-11-30,PayPal,5750.7,completed,195.88,5554.82,USD,Central,Electronics
324,324,101,2023-12-17,Credit Card,2438.35,completed,71.18,2367.17,USD,Central,Home & Garden
325,325,131,2024-05-27,PayPal,517.65,completed,18.07,499.58,USD,North,Electronics
326,326,86,2024-06-15,Credit Card,145.66,completed,4.6,141.06,USD,West,Clothing
327,327,36,2024-09-22,Debit Card,8942.0,completed,134.61,8807.39,USD,East,Clothing
328,328,190,2024-08-31,Credit Card,6439.55,completed,186.85,6252.7,USD,East,Books
329,329,182,2023-11-06,PayPal,4564.67,completed,155.46,4409.21,USD,West,Electronics
330,330,29,2024-08-21,Debit Card,2027.52,pending,30.86,0.0,USD,East,Food
331,331,68,2024-08-17,Credit Card,300.47,completed,9.01,291.46,USD,Central,Clothing
332,332,44,2024-10-08,Debit Card,587.68,completed,9.21,578.47,USD,Central,Sports
333,333,63,2024-08-09,PayPal,2058.6,completed,70.14,1988.46,USD,North,Clothing
334,334,108,2024-02-28,Debit Card,223.31,completed,3.56,219.75,USD,South,Sports
335,335,121,2023-03-07,Credit Card,6606.37,completed,191.69,6414.68,USD,South,Books
336,336,170,2024-06-22,Credit Card,1978.48,completed,57.5,1920.98,USD,West,Home & Garden
337,337,137,2024-07-15,PayPal,1395.18,completed,47.83,1347.35,USD,East,Food
338,338,50,2023-10-14,Credit Card,2762.91,completed,80.3,2682.61,USD,Central,Home & Garden
339,339,77,2023-10-26,Credit Card,3768.32,pending,109.61,0.0,USD,South,Food
340,340,90,2023-10-09,Credit Card,2591.04,completed,75.56,2515.48,USD,East,Electronics
341,341,98,2023-12-23,Credit Card,6458.67,refunded,187.58,0.0,USD,South,Home & Garden
342,342,183,2023-12-22,Bank Transfer,294.76,completed,1.61,293.15,USD,West,Food
343,343,55,2024-07-05,Credit Card,3374.37,completed,98.09,3276.28,USD,East,Books
344,344,158,2024-08-23,Debit Card,656.55,completed,9.95,646.6,USD,South,Clothing
345,345,136,2024-10-15,Credit Card,673.14,failed,19.66,0.0,USD,South,Electronics
346,346,184,2023-04-15,Debit Card,838.32,completed,13.05,825.27,USD,South,Electronics
347,347,41,2024-11-02,Debit Card,8803.26,completed,132.28,8670.98,USD,West,Sports
348,348,74,2023-10-22,PayPal,2654.26,completed,90.67,2563.59,USD,North,Electronics
349,349,190,2023-02-11,Bank Transfer,2279.05,completed,11.74,2267.31,USD,South,Sports
350,350,10,2024-05-22,Crypto,2803.74,pending,28.14,0.0,USD,South,Food
351,351,3,2024-08-05,Bank Transfer,4389.9,completed,22.06,4367.84,USD,Central,Electronics
352,352,165,2024-06-21,Credit Card,1604.46,completed,46.78,1557.68,USD,West,Clothing
353,353,50,2023-12-08,Debit Card,4023.39,completed,60.66,3962.73,USD,South,Food
354,354,184,2023-01-17,PayPal,4888.5,completed,166.32,4722.18,USD,East,Home & Garden
355,355,50,2024-09-19,Credit Card,6437.77,completed,187.07,6250.7,USD,West,Sports
356,356,103,2023-04-08,Credit Card,2844.44,completed,82.73,2761.71,USD,South,Clothing
357,357,64,2023-09-28,Bank Transfer,2642.88,pending,13.71,0.0,USD,West,Clothing
358,358,85,2024-08-22,Bank Transfer,5671.65,pending,28.58,0.0,USD,Central,Electronics
359,359,178,2023-03-05,Credit Card,2957.13,completed,85.91,2871.22,USD,North,Sports
360,360,176,2024-12-24,PayPal,840.6,completed,28.75,811.85,USD,East,Food
361,361,76,2024-09-22,Debit Card,1284.64,completed,19.47,1265.17,USD,South,Clothing
362,362,117,2024-09-12,Credit Card,1208.5,pending,35.19,0.0,USD,East,Sports
363,363,194,2024-11-13,Crypto,8222.94,completed,82.69,8140.25,USD,South,Clothing
364,364,21,2024-04-04,PayPal,8744.0,completed,297.66,8446.34,USD,Central,Food
365,365,145,2023-03-06,Crypto,523.92,completed,5.71,518.21,USD,Central,Books
366,366,39,2023-12-04,Debit Card,2019.43,completed,30.74,1988.69,USD,Central,Sports
367,367,184,2024-05-15,Bank Transfer,1367.0,completed,7.19,1359.81,USD,North,Books
368,368,117,2024-06-12,Credit Card,6079.5,completed,176.67,5902.83,USD,West,Sports
369,369,119,2023-11-15,PayPal,638.02,failed,22.12,0.0,USD,North,Sports
370,370,191,2024-08-15,Credit Card,3682.26,completed,106.93,3575.33,USD,North,Electronics
371,371,17,2023-03-04,Credit Card,2457.56,completed,71.67,2385.89,USD,North,Sports
372,372,47,2023-05-21,Credit Card,294.22,completed,9.01,285.21,USD,West,Home & Garden
373,373,97,2023-03-24,Debit Card,2951.39,completed,44.61,2906.78,USD,Central,Clothing
374,374,138,2024-06-28,Credit Card,764.64,completed,22.4,742.24,USD,South,Food
375,375,194,2023-11-03,Credit Card,3345.92,completed,97.34,3248.58,USD,West,Food
376,376,98,2023-09-14,Debit Card,3868.92,completed,58.14,3810.78,USD,West,Home & Garden
377,377,186,2023-04-28,Bank Transfer,707.25,completed,3.97,703.28,USD,North,Food
378,378,5,2023-08-02,Debit Card,4331.46,completed,65.13,4266.33,USD,North,Electronics
379,379,154,2024-12-21,PayPal,432.4,completed,15.04,417.36,USD,North,Clothing
380,380,60,2023-08-11,Credit Card,408.24,refunded,12.05,0.0,USD,North,Clothing
381,381,60,2024-08-13,Bank Transfer,8445.09,completed,42.52,8402.57,USD,East,Books
382,382,83,2023-11-08,PayPal,7748.2,completed,263.6,7484.6,USD,South,Food
383,383,77,2023-03-05,PayPal,1945.14,completed,66.51,1878.63,USD,Central,Books
384,384,110,2024-05-23,Credit Card,1889.22,completed,55.23,1833.99,USD,North,Home & Garden
385,385,82,2024-03-03,PayPal,5121.61,completed,174.63,4946.98,USD,West,Clothing
386,386,194,2024-05-02,Debit Card,1913.5,completed,29.2,1884.3,USD,South,Clothing
387,387,37,2023-03-03,PayPal,4294.8,completed,146.24,4148.56,USD,Central,Sports
388,388,35,2023-09-09,Bank Transfer,3932.04,completed,19.8,3912.24,USD,East,Clothing
389,389,116,2023-04-05,Credit Card,3576.32,completed,104.15,3472.17,USD,Central,Food
390,390,97,2024-09-12,PayPal,213.57,completed,7.59,205.98,USD,Central,Electronics
391,391,195,2024-11-19,Debit Card,294.42,completed,4.6,289.82,USD,Central,Clothing
392,392,86,2023-01-16,PayPal,1734.4,completed,59.21,1675.19,USD,South,Clothing
393,393,194,2023-09-07,Bank Transfer,1498.84,completed,7.74,1491.1,USD,Central,Food
394,394,62,2023-11-27,Crypto,1409.31,completed,14.56,1394.75,USD,East,Sports
395,395,92,2023-09-26,Credit Card,4037.4,failed,117.56,0.0,USD,East,Books
396,396,185,2023-11-26,Credit Card,3770.72,completed,109.69,3661.03,USD,South,Home & Garden
397,397,145,2023-06-02,Crypto,2308.9,completed,23.29,2285.61,USD,North,Home & Garden
398,398,149,2024-03-05,Credit Card,8418.78,completed,244.52,8174.26,USD,East,Clothing
399,399,98,2023-09-12,Crypto,1177.96,completed,12.19,1165.77,USD,West,Books
400,400,126,2024-10-19,Crypto,1456.18,completed,14.97,1441.21,USD,West,Sports
401,401,91,2023-05-26,Bank Transfer,2206.32,completed,11.38,2194.94,USD,Central,Sports
402,402,139,2023-03-02,Debit Card,2753.22,completed,41.43,2711.79,USD,Central,Electronics
403,403,172,2023-01-08,Debit Card,1418.61,completed,21.39,1397.22,USD,West,Clothing
404,404,39,2023-08-14,Debit Card,309.12,completed,5.01,304.11,USD,Central,Sports
405,405,164,2024-09-26,Credit Card,419.04,completed,12.45,406.59,USD,West,Food
406,406,137,2024-02-27,Debit Card,204.64,completed,3.21,201.43,USD,North,Electronics
407,407,138,2023-01-19,Credit Card,6162.33,completed,178.97,5983.36,USD,Central,Food
408,408,46,2023-04-12,PayPal,5656.7,completed,192.45,5464.25,USD,Central,Clothing
409,409,135,2023-12-29,PayPal,800.08,completed,27.6,772.48,USD,East,Sports
410,410,104,2024-08-01,Credit Card,568.98,completed,16.67,552.31,USD,South,Food
411,411,21,2024-10-30,Debit Card,1227.92,completed,18.84,1209.08,USD,North,Electronics
412,412,142,2023-02-28,Credit Card,2505.62,completed,73.02,2432.6,USD,North,Food
413,413,112,2023-12-06,Credit Card,275.58,completed,8.13,267.45,USD,Central,Electronics
414,414,59,2024-12-10,Credit Card,7819.66,completed,227.04,7592.62,USD,Central,Sports
415,415,20,2023-10-17,Bank Transfer,252.45,completed,1.38,251.07,USD,Central,Books
416,416,81,2023-08-03,Bank Transfer,187.56,pending,1.3,0.0,USD,Central,Clothing
417,417,77,2024-08-02,Debit Card,6042.27,completed,90.94,5951.33,USD,South,Books
418,418,139,2024-01-30,Crypto,4421.69,completed,44.59,4377.1,USD,South,Food
419,419,89,2023-04-11,PayPal,758.67,completed,25.97,732.7,USD,West,Clothing
420,420,197,2024-09-02,Credit Card,520.77,completed,15.44,505.33,USD,West,Home & Garden
421,421,116,2023-08-23,Credit Card,318.89,completed,9.64,309.25,USD,East,Books
422,422,175,2024-11-09,Debit Card,2843.88,completed,42.91,2800.97,USD,West,Electronics
423,423,64,2023-03-17,Bank Transfer,3024.2,completed,15.6,3008.6,USD,North,Home & Garden
424,424,163,2024-02-04,PayPal,965.5,pending,33.14,0.0,USD,East,Home & Garden
425,425,79,2024-01-05,Credit Card,201.2,completed,6.22,194.98,USD,East,Electronics
426,426,111,2024-07-25,Debit Card,241.05,completed,3.88,237.17,USD,Central,Books
427,427,23,2024-07-24,Credit Card,785.82,refunded,23.04,0.0,USD,North,Books
428,428,99,2023-10-28,Crypto,7866.0,completed,78.81,7787.19,USD,West,Sports
429,429,144,2024-08-08,Credit Card,1091.4,completed,31.88,1059.52,USD,Central,Clothing
430,430,69,2023-10-04,Credit Card,1155.7,completed,33.67,1122.03,USD,West,Clothing
431,431,71,2023-11-03,PayPal,263.31,completed,9.2,254.11,USD,West,Electronics
432,432,64,2024-10-02,Crypto,1555.08,completed,15.96,1539.12,USD,West,Books
433,433,28,2023-11-10,Credit Card,2036.0,completed,59.38,1976.62,USD,North,Sports
434,434,98,2024-03-28,PayPal,4637.6,completed,158.06,4479.54,USD,East,Sports
435,435,83,2024-12-12,Bank Transfer,1447.6,completed,7.7,1439.9,USD,South,Sports
436,436,102,2023-10-29,Credit Card,1022.23,pending,29.82,0.0,USD,West,Books
437,437,72,2024-01-12,PayPal,1330.48,completed,45.53,1284.95,USD,North,Books
438,438,140,2024-11-30,Credit Card,2087.05,completed,60.89,2026.16,USD,Central,Electronics
439,439,54,2023-10-28,Credit Card,7076.55,completed,205.34,6871.21,USD,North,Sports
440,440,78,2023-09-17,PayPal,1182.24,failed,40.57,0.0,USD,South,Food
441,441,19,2024-09-07,Credit Card,5538.26,completed,161.1,5377.16,USD,West,Books
442,442,178,2024-07-12,PayPal,3503.63,completed,119.6,3384.03,USD,North,Home & Garden
443,443,22,2023-09-13,Debit Card,5380.92,completed,80.94,5299.98,USD,East,Clothing
444,444,166,2024-10-27,Bank Transfer,538.6,pending,3.1,0.0,USD,West,Home & Garden
445,445,26,2023-08-16,Bank Transfer,804.16,completed,4.41,799.75,USD,Central,Food
446,446,177,2023-08-15,Bank Transfer,4780.57,completed,24.04,4756.53,USD,West,Home & Garden
447,447,174,2024-12-08,Credit Card,3044.86,pending,88.79,0.0,USD,Central,Clothing
448,448,124,2023-10-31,Debit Card,5986.32,completed,90.09,5896.23,USD,West,Electronics
449,449,187,2023-12-23,Debit Card,1666.0,refunded,25.25,0.0,USD,East,Home & Garden
450,450,134,2023-12-23,Debit Card,5898.15,pending,88.86,0.0,USD,West,Electronics
451,451,116,2023-03-11,PayPal,5435.85,completed,185.32,5250.53,USD,East,Electronics
452,452,88,2023-04-22,PayPal,64.72,completed,2.54,62.18,USD,South,Food
453,453,142,2023-12-06,Crypto,2083.36,completed,21.0,2062.36,USD,Central,Sports
454,454,104,2023-07-10,Credit Card,1796.55,completed,52.58,1743.97,USD,South,Food
455,455,189,2023-07-24,Debit Card,2811.34,completed,42.66,2768.68,USD,West,Books
456,456,181,2023-07-30,Credit Card,2764.58,completed,80.39,2684.19,USD,East,Food
457,457,138,2024-01-10,Debit Card,872.37,completed,13.48,858.89,USD,East,Clothing
458,458,172,2024-06-26,Debit Card,921.15,completed,14.29,906.86,USD,East,Books
459,459,151,2023-12-23,Crypto,3998.8,completed,40.46,3958.34,USD,East,Sports
460,460,173,2023-11-01,Bank Transfer,1808.0,completed,9.28,1798.72,USD,Central,Books
461,461,81,2023-09-04,Debit Card,1013.07,completed,15.34,997.73,USD,East,Electronics
462,462,37,2024-02-05,Credit Card,1138.74,completed,33.27,1105.47,USD,West,Books
463,463,109,2024-05-13,Credit Card,1447.65,completed,42.29,1405.36,USD,Central,Food
464,464,126,2023-05-27,Bank Transfer,1678.08,completed,8.49,1669.59,USD,South,Home & Garden
465,465,92,2024-05-14,PayPal,4674.15,completed,159.18,4514.97,USD,South,Clothing
466,466,130,2024-05-22,Credit Card,6267.3,completed,182.07,6085.23,USD,West,Food
467,467,114,2023-06-24,Credit Card,3371.84,refunded,97.95,0.0,USD,North,Books
468,468,57,2023-02-05,Credit Card,398.96,completed,12.02,386.94,USD,East,Clothing
469,469,200,2024-08-04,PayPal,2662.02,completed,90.62,2571.4,USD,West,Books
470,470,30,2024-07-10,Credit Card,1037.68,completed,30.26,1007.42,USD,East,Books
471,471,113,2023-08-14,Credit Card,762.4,completed,22.26,740.14,USD,West,Electronics
472,472,9,2023-09-28,Debit Card,1218.96,completed,18.51,1200.45,USD,East,Electronics
473,473,31,2023-09-03,PayPal,6499.8,completed,221.15,6278.65,USD,South,Food
474,474,182,2024-10-10,Crypto,6576.28,completed,65.93,6510.35,USD,West,Clothing
475,475,53,2023-03-03,Debit Card,1478.4,completed,22.3,1456.1,USD,Central,Home & Garden
476,476,138,2023-11-28,PayPal,2594.52,completed,88.49,2506.03,USD,East,Home & Garden
477,477,132,2023-04-11,Credit Card,2609.27,completed,75.87,2533.4,USD,South,Sports
478,478,168,2024-12-20,Credit Card,992.56,completed,29.0,963.56,USD,South,Clothing
479,479,64,2024-11-24,Credit Card,1785.7,completed,52.15,1733.55,USD,West,Sports
480,480,69,2024-02-29,Debit Card,1454.15,completed,22.19,1431.96,USD,West,Sports
481,481,197,2024-02-18,Debit Card,955.95,completed,14.53,941.42,USD,Central,Food
482,482,95,2024-05-15,Credit Card,3139.92,completed,91.53,3048.39,USD,East,Books
483,483,188,2024-04-14,Debit Card,435.11,completed,6.97,428.14,USD,East,Electronics
484,484,110,2024-05-22,Credit Card,3633.66,completed,105.56,3528.1,USD,East,Home & Garden
485,485,148,2024-08-05,Debit Card,1721.9,completed,26.19,1695.71,USD,West,Home & Garden
486,486,161,2023-01-19,Credit Card,55.48,completed,2.09,53.39,USD,North,Clothing
487,487,110,2024-12-06,PayPal,3464.7,completed,117.97,3346.73,USD,South,Food
488,488,71,2024-11-03,Credit Card,836.9,completed,24.45,812.45,USD,East,Home & Garden
489,489,167,2023-02-23,Debit Card,567.18,pending,8.78,0.0,USD,West,Food
490,490,194,2024-03-17,Credit Card,3643.6,completed,105.89,3537.71,USD,North,Food
491,491,123,2023-05-17,Credit Card,22.16,completed,0.88,21.28,USD,Central,Clothing
492,492,3,2024-12-15,PayPal,5807.03,completed,197.63,5609.4,USD,East,Electronics
493,493,123,2023-08-23,Credit Card,4879.7,completed,141.97,4737.73,USD,West,Electronics
494,494,95,2023-05-21,Credit Card,224.32,completed,6.62,217.7,USD,West,Clothing
495,495,145,2024-09-17,Crypto,194.3,failed,2.12,0.0,USD,South,Sports
496,496,161,2023-06-07,Debit Card,4351.2,completed,65.49,4285.71,USD,West,Books
497,497,23,2023-05-25,Debit Card,6460.2,completed,97.02,6363.18,USD,North,Books
498,498,110,2023-05-26,Credit Card,2327.13,completed,67.94,2259.19,USD,South,Home & Garden
499,499,154,2024-09-16,PayPal,383.52,completed,13.5,370.02,USD,East,Food
500,500,169,2023-08-02,Debit Card,424.71,completed,6.5,418.21,USD,Central,Books
501,501,101,2024-10-23,Credit Card,1672.46,pending,48.67,0.0,USD,North,Clothing
502,502,62,2024-10-17,Credit Card,3136.16,failed,91.07,0.0,USD,Central,Electronics
503,503,4,2023-11-22,Debit Card,7563.64,completed,113.85,7449.79,USD,South,Sports
504,504,140,2023-06-26,Credit Card,4053.27,completed,117.71,3935.56,USD,West,Electronics
505,505,4,2023-08-12,PayPal,295.74,completed,10.32,285.42,USD,North,Electronics
506,506,161,2024-05-29,Credit Card,3325.01,completed,96.75,3228.26,USD,West,Sports
507,507,138,2024-09-25,Debit Card,595.4,completed,9.23,586.17,USD,South,Home & Garden
508,508,131,2023-06-10,PayPal,475.2,completed,16.38,458.82,USD,Central,Home & Garden
509,509,196,2024-11-29,Credit Card,3838.77,completed,111.44,3727.33,USD,North,Home & Garden
510,510,62,2023-09-09,Credit Card,5128.62,completed,149.21,4979.41,USD,North,Sports
511,511,156,2023-11-13,Credit Card,917.68,completed,26.97,890.71,USD,South,Electronics
512,512,180,2023-06-17,Credit Card,355.41,completed,10.41,345.0,USD,West,Home & Garden
513,513,185,2023-06-22,Credit Card,4437.51,completed,128.92,4308.59,USD,East,Clothing
514,514,31,2023-02-02,Bank Transfer,3310.2,pending,16.94,0.0,USD,East,Sports
515,515,68,2024-08-15,Credit Card,2378.79,completed,69.48,2309.31,USD,North,Sports
516,516,15,2024-08-05,Debit Card,3867.6,completed,58.2,3809.4,USD,South,Home & Garden
517,517,27,2024-11-21,Crypto,787.68,completed,8.19,779.49,USD,North,Clothing
518,518,4,2023-02-17,Crypto,106.59,completed,1.45,105.14,USD,West,Home & Garden
519,519,46,2024-07-22,PayPal,5986.63,pending,203.99,0.0,USD,West,Clothing
520,520,185,2023-10-08,Debit Card,1406.79,completed,21.29,1385.5,USD,North,Books
521,521,173,2023-07-06,Credit Card,769.2,completed,22.47,746.73,USD,South,Books
522,522,18,2023-10-19,Credit Card,954.54,completed,27.84,926.7,USD,East,Home & Garden
523,523,3,2023-07-28,Debit Card,836.34,completed,12.72,823.62,USD,East,Books
524,524,63,2024-01-16,Bank Transfer,3710.9,completed,19.03,3691.87,USD,Central,Sports
525,525,140,2023-09-11,Credit Card,2572.99,completed,74.78,2498.21,USD,South,Electronics
526,526,139,2024-10-14,Credit Card,235.76,completed,6.96,228.8,USD,North,Home & Garden
527,527,97,2023-11-14,Credit Card,380.67,completed,11.18,369.49,USD,North,Clothing
528,528,108,2023-03-03,Debit Card,8357.88,completed,125.71,8232.17,USD,South,Food
529,529,60,2024-02-27,Credit Card,459.45,completed,13.73,445.72,USD,East,Sports
530,530,130,2024-10-15,Debit Card,877.44,completed,13.57,863.87,USD,West,Electronics
531,531,112,2023-05-14,Credit Card,5435.33,pending,158.04,0.0,USD,South,Home & Garden
532,532,101,2023-12-03,Credit Card,3835.8,completed,111.68,3724.12,USD,East,Sports
533,533,52,2024-08-24,Credit Card,1085.76,completed,31.91,1053.85,USD,North,Clothing
534,534,120,2024-02-22,Credit Card,345.48,completed,10.14,335.34,USD,North,Books
535,535,54,2023-11-12,PayPal,5789.88,completed,196.96,5592.92,USD,West,Home & Garden
536,536,176,2024-12-22,Credit Card,199.04,completed,6.08,192.96,USD,Central,Electronics
537,537,84,2023-04-05,PayPal,2931.46,completed,99.78,2831.68,USD,South,Home & Garden
538,538,174,2023-09-26,Debit Card,3369.08,completed,50.73,3318.35,USD,South,Electronics
539,539,143,2024-07-17,Bank Transfer,5564.39,completed,28.12,5536.27,USD,South,Electronics
540,540,36,2023-01-15,Crypto,831.6,completed,8.56,823.04,USD,North,Clothing
541,541,103,2024-12-03,Debit Card,515.4,completed,8.19,507.21,USD,North,Books
542,542,20,2023-03-10,Debit Card,2529.28,completed,38.28,2491.0,USD,South,Food
543,543,24,2023-05-08,PayPal,6084.0,completed,207.21,5876.79,USD,North,Sports
544,544,147,2024-02-11,Credit Card,176.3,completed,5.58,170.72,USD,West,Electronics
545,545,45,2023-08-08,PayPal,4461.47,completed,152.11,4309.36,USD,South,Home & Garden
546,546,39,2024-09-21,Bank Transfer,2032.02,failed,10.39,0.0,USD,Central,Books
547,547,128,2024-07-20,Credit Card,2603.2,completed,75.92,2527.28,USD,West,Electronics
548,548,36,2023-07-26,Credit Card,430.47,completed,12.64,417.83,USD,Central,Clothing
549,549,98,2024-01-06,Credit Card,7172.1,completed,208.23,6963.87,USD,West,Books
550,550,145,2023-11-29,Debit Card,2804.8,completed,42.41,2762.39,USD,West,Home & Garden
551,551,153,2023-02-01,Debit Card,107.4,completed,1.86,105.54,USD,East,Electronics
552,552,197,2023-08-30,Debit Card,4273.12,completed,64.41,4208.71,USD,South,Electronics
553,553,69,2023-03-02,PayPal,2641.2,completed,90.11,2551.09,USD,South,Books
554,554,45,2023-09-01,PayPal,2348.19,completed,80.22,2267.97,USD,Central,Home & Garden
555,555,8,2024-12-18,Credit Card,5489.04,completed,159.43,5329.61,USD,East,Books
556,556,49,2024-07-09,Debit Card,1431.46,completed,21.6,1409.86,USD,East,Clothing
557,557,15,2024-09-09,Credit Card,380.64,completed,11.26,369.38,USD,South,Electronics
558,558,85,2023-07-29,Credit Card,4107.2,completed,119.31,3987.89,USD,South,Home & Garden
559,559,83,2023-01-24,PayPal,2758.8,completed,93.95,2664.85,USD,South,Books
560,560,135,2023-03-16,PayPal,1941.55,completed,66.39,1875.16,USD,East,Food
561,561,87,2023-11-27,Debit Card,3836.04,completed,57.91,3778.13,USD,South,Clothing
562,562,125,2023-11-22,Credit Card,5557.44,completed,161.28,5396.16,USD,South,Food
563,563,158,2023-08-17,Credit Card,6269.58,completed,181.92,6087.66,USD,Central,Clothing
564,564,177,2023-05-12,PayPal,2039.44,completed,69.63,1969.81,USD,South,Food
565,565,147,2024-08-06,Credit Card,474.65,completed,14.05,460.6,USD,North,Clothing
566,566,157,2024-10-16,PayPal,3250.4,completed,110.73,3139.67,USD,Central,Electronics
567,567,191,2023-09-01,Credit Card,1193.92,completed,34.97,1158.95,USD,East,Home & Garden
568,568,23,2024-11-20,Credit Card,1919.46,completed,56.1,1863.36,USD,East,Sports
569,569,64,2023-03-13,PayPal,136.28,completed,5.1,131.18,USD,East,Home & Garden
570,570,13,2024-03-27,Debit Card,1446.4,completed,22.17,1424.23,USD,West,Clothing
571,571,97,2024-07-16,Credit Card,3487.12,completed,101.62,3385.5,USD,West,Electronics
572,572,148,2024-12-04,Credit Card,6326.72,completed,183.66,6143.06,USD,South,Clothing
573,573,9,2023-01-21,Credit Card,622.35,completed,18.47,603.88,USD,East,Home & Garden
574,574,44,2023-06-17,Debit Card,166.92,completed,2.93,163.99,USD,North,Books
575,575,158,2024-12-25,Credit Card,516.87,completed,15.17,501.7,USD,North,Sports
576,576,112,2023-02-26,Credit Card,1833.72,completed,53.29,1780.43,USD,North,Home & Garden
577,577,105,2024-07-21,Credit Card,3411.31,completed,99.11,3312.2,USD,Central,Home & Garden
578,578,25,2024-02-08,Credit Card,1522.1,completed,44.46,1477.64,USD,Central,Books
579,579,93,2024-03-15,Debit Card,1296.48,completed,19.58,1276.9,USD,North,Home & Garden
580,580,25,2023-08-03,Debit Card,4855.2,completed,72.95,4782.25,USD,South,Food
581,581,122,2023-11-12,Credit Card,4886.4,pending,142.2,0.0,USD,West,Sports
582,582,68,2024-10-20,PayPal,7167.36,pending,243.92,0.0,USD,Central,Sports
583,583,98,2023-07-12,Credit Card,1131.96,completed,33.21,1098.75,USD,West,Electronics
584,584,68,2023-10-03,Credit Card,2004.03,completed,58.42,1945.61,USD,Central,Electronics
585,585,171,2023-04-01,PayPal,1886.8,completed,64.44,1822.36,USD,East,Books
586,586,151,2024-07-21,Bank Transfer,6797.0,completed,34.15,6762.85,USD,North,Sports
587,587,138,2024-05-01,Debit Card,3607.74,completed,54.6,3553.14,USD,Central,Clothing
588,588,102,2023-02-06,Credit Card,2446.88,completed,71.37,2375.51,USD,Central,Books
589,589,174,2023-06-02,Credit Card,6820.74,failed,198.08,0.0,USD,North,Sports
590,590,43,2023-07-20,Credit Card,2848.74,completed,82.73,2766.01,USD,South,Electronics
591,591,175,2023-07-27,PayPal,613.06,completed,21.03,592.03,USD,South,Books
592,592,187,2023-04-01,Debit Card,1469.52,completed,22.37,1447.15,USD,West,Books
593,593,71,2024-04-14,Crypto,3617.51,completed,36.33,3581.18,USD,North,Food
594,594,108,2024-02-29,Bank Transfer,5917.0,completed,29.88,5887.12,USD,South,Clothing
595,595,195,2023-04-21,Debit Card,5624.57,completed,84.53,5540.04,USD,Central,Electronics
596,596,89,2023-09-28,Credit Card,4344.0,completed,126.1,4217.9,USD,West,Food
597,597,122,2023-06-29,PayPal,4610.4,completed,157.24,4453.16,USD,East,Sports
598,598,175,2024-02-17,PayPal,1555.15,completed,53.35,1501.8,USD,North,Sports
599,599,13,2024-05-03,Crypto,3814.8,completed,38.59,3776.21,USD,East,Home & Garden
600,600,78,2023-10-16,Credit Card,172.24,completed,5.27,166.97,USD,West,Food
601,601,59,2023-11-06,Debit Card,1945.56,completed,29.43,1916.13,USD,West,Home & Garden
602,602,155,2023-04-04,PayPal,3291.84,completed,112.37,3179.47,USD,South,Sports
603,603,105,2024-05-11,Crypto,3200.05,completed,32.4,3167.65,USD,Central,Home & Garden
604,604,41,2023-11-15,Credit Card,520.12,completed,15.25,504.87,USD,Central,Sports
605,605,135,2023-02-02,Credit Card,1956.8,completed,57.19,1899.61,USD,South,Clothing
606,606,64,2024-04-12,Credit Card,2935.1,completed,85.36,2849.74,USD,North,Home & Garden
607,607,119,2024-02-14,Debit Card,984.34,completed,14.91,969.43,USD,North,Food
608,608,126,2024-04-04,Credit Card,124.76,completed,4.03,120.73,USD,South,Sports
609,609,89,2023-09-24,Credit Card,5280.29,completed,153.37,5126.92,USD,North,Home & Garden
610,610,42,2023-08-11,Debit Card,196.35,completed,3.09,193.26,USD,South,Food
611,611,69,2024-02-27,Debit Card,2723.68,completed,41.01,2682.67,USD,Central,Electronics
612,612,34,2023-06-30,Credit Card,239.68,completed,7.08,232.6,USD,Central,Electronics
613,613,79,2024-12-30,PayPal,1039.44,completed,35.53,1003.91,USD,East,Sports
614,614,118,2023-08-15,Credit Card,5545.02,completed,161.01,5384.01,USD,West,Home & Garden
615,615,102,2023-04-15,Debit Card,7021.51,completed,105.53,6915.98,USD,North,Books
616,616,153,2023-10-20,Credit Card,3395.04,completed,98.9,3296.14,USD,East,Food
617,617,87,2024-10-19,Debit Card,973.84,completed,14.78,959.06,USD,East,Home & Garden
618,618,167,2023-07-15,Credit Card,2968.02,completed,86.31,2881.71,USD,South,Books
